회사명,종목코드,업종,주요제품,상장일,결산월,대표자명,홈페이지,지역
홈캐스트,064240,영상 및 음향기기 제조업,디지털 셋톱박스,6/11/2003,12월,권영철,http://www.homecast.net,서울특별시
씨씨에스,066790,텔레비전 방송업,케이블TV서비스 및 초고속인터넷서비스,5/30/2003,12월,김형준,http://www.ccstv.co.kr,충청북도
웹젠,069080,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)',5/23/2003,12월,김태영,http://company.webzen.com,경기도
엔씨소프트,036570,소프트웨어 개발 및 공급업,"인터넷머그게임(리니지),그룹웨어,인터넷커뮤니티 개발,유지,공급",5/22/2003,12월,김택진,http://www.ncsoft.net,서울특별시
하이스틸,071090,1차 철강 제조업,"강관 제조,도매",2/17/2003,12월,엄정근,http://www.histeel.co.kr,충청남도
대화제약,067080,의약품 제조업,"후로스판, 세파메칠 등",2/14/2003,12월,"노병태, 김은석(각자대표)",http://www.dhpharm.co.kr,강원도
우수AMS,066590,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품",2/12/2003,12월,김선우,http://woosu.co.kr,경상남도
JW신약,067290,의약품 제조업,"매니큐어세트, 손톱깎이",2/11/2003,12월,백승호,http://www.cwsy.co.kr,서울특별시
하츠,066130,가정용 기기 제조업,"레인지후드, 빌트인 기기 등",2/11/2003,12월,김성식,http://www.haatz.com,경기도
SBS콘텐츠허브,046140,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트",2/5/2003,12월,김휘진,http://www.sbscontentshub.co.kr,서울특별시
빅텍,065450,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",전자전시스템 장치류,2/5/2003,12월,임만규,http://www.victek.co.kr,경기도
탑엔지니어링,065130,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치,1/29/2003,12월,류도현,http://www.topengnet.com,경상북도
DSR제강,069730,1차 철강 제조업,"와이어로프,각종 경강선,철선제품,PC강선,아연도 강연선 제조",1/28/2003,12월,홍하종,http://www.dsrcorp.com,전라남도
이루온,065440,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급,1/28/2003,12월,"이승구, 이영성 (각자 대표이사)",http://eluon.com,경기도
태경케미컬,006890,기초 화학물질 제조업,"드라이아이스,액체탄산,고체탄산 제조",1/28/2003,12월,박기환,http://www.taekyungchem.co.kr,서울특별시
재영솔루텍,049630,사진장비 및 광학기기 제조업,플라스틱 사출금형,1/24/2003,12월,"김학권,김승재(각자 대표이사)",http://www.jysolutec.com,인천광역시
한국큐빅,021650,플라스틱제품 제조업,Curl Fit(표면처리사업),1/24/2003,12월,오봉균,http://www.cubic.co.kr,경기도
인터플렉스,051370,전자부품 제조업,연성회로기판(Flexible PCB),1/22/2003,12월,신일운,http://www.interflex.co.kr,경기도
메디프론,065650,기계장비 및 관련 물품 도매업,음반재킷 제작,1/21/2003,12월,"김상우,노기선 각자대표이사",http://medifon.com,서울특별시
삼영이엔씨,065570,통신 및 방송 장비 제조업,"GMDSS장비, GPS플로터 등",1/21/2003,12월,황재우,http://www.samyungenc.com,부산광역시
이엔코퍼레이션,066980,기타 정보 서비스업,온라인정보제공,1/17/2003,12월,오태석,http://www.encorp.co.kr,서울특별시
리더스코스메틱,016100,기타 화학제품 제조업,화장품,1/15/2003,12월,"김진구, 김진상(공동 대표이사)",http://www.leaderscosmetics.com,서울특별시
한농화성,011500,기타 화학제품 제조업,"계면활성제,글리콜에테르 제조,판매",1/9/2003,12월,"김응상, 경상호 (각자대표)",http://hannong.koreasme.com,전라북도
케이피엠테크,042040,기타 화학제품 제조업,"표면처리약품, 전자동 도금설비",1/7/2003,12월,김지훈,http://www.kpmtech.co.kr,경기도
엘앤에프,066970,일차전지 및 축전지 제조업,2차전지 양극활물질,1/2/2003,12월,최수안,http://www.landf.co.kr,대구광역시
디스플레이텍,066670,전자부품 제조업,LCD Module,12/30/2002,12월,박윤민,http://www.displaytech.co.kr,경기도
와이오엠,066430,기타 전문 도매업,"VCI,LDPE필름 외",12/24/2002,12월,염현규,http://www.yopticsm.com,부산광역시
초록뱀미디어,047820,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급,12/24/2002,12월,"김상헌,최진욱 (각자대표이사)",http://www.chorokbaem.com,서울특별시
에프앤리퍼블릭,064090,상품 종합 도매업,"Jayjun, Nerdy 외",12/17/2002,12월,오창근,http://www.fnrepublic.com,서울특별시
쎌바이오텍,049960,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품,12/13/2002,12월,정명준,http://www.cellbiotech.com,경기도
NE능률,053290,"서적, 잡지 및 기타 인쇄물 출판업",영어학습교재,12/10/2002,12월,주민홍,http://www.neungyule.com,서울특별시
바른전자,064520,반도체 제조업,"메모리 카드, 스마트 카드 등",12/4/2002,12월,조대성(단독 대표이사),http://www.bec.co.kr,경기도
현대백화점,069960,종합 소매업,백화점,11/25/2002,12월,"정지선, 장호진, 김형종 (각자대표)",http://home.e-hyundai.com,서울특별시
KG이니시스,035600,소프트웨어 개발 및 공급업,전자지불서비스,11/22/2002,12월,유승용,http://www.inicis.com,서울특별시
넥스트BT,065170,음·식료품 및 담배 도매업,건강보조식품 등,11/19/2002,12월,이천수,http://www.nextbt.co.kr,경기도
대호에이엘,069460,1차 비철금속 제조업,"알루미늄 환절판 제조,도매,무역",11/11/2002,12월,노영호,http://www.daeho-al.com,대구광역시
파라다이스,034230,유원지 및 기타 오락관련 서비스업,카지노,11/5/2002,12월,최성욱,http://www.paradise.co.kr,서울특별시
대웅제약,069620,의약품 제조업,"양약,의료기기 제조/화장품,의약부의품 도소매/부동산 임대",11/1/2002,12월,"전승호, 이창재",http://www.daewoong.co.kr,경기도
젬백스지오,041590,실내건축 및 건축마무리 공사업,"실내건축, 에너지저장시스템",11/1/2002,12월,"김상재, 박군희 (각자대표)",http://www.gemvaxzio.com,서울특별시
마니커,027740,"도축, 육류 가공 및 저장 처리업","닭고기,햄,계육가공제품,계육,육가공제품 제조,판매,유통/양계관련사업/부동산임대/수출입대행",10/29/2002,12월,안정원,http://www.maniker.co.kr,경기도
SNT홀딩스,036530,기타 금융업,"지배,경영지도,정리,육성",10/22/2002,12월,김도환,http://www.hisntholdings.com,서울특별시
휴켐스,069260,기타 화학제품 제조업,"화합물,화학제품 제조",10/7/2002,12월,이건호,http://www.huchems.com,서울특별시
새로닉스,042600,전자부품 제조업,"광학시트, FFC",10/1/2002,12월,허제홍,http://www.seronics.co.kr,경상북도
세종공업,033530,자동차 신품 부품 제조업,"자동차부품,자동차소음기(머플러),배기가스정화기,배기계통부품 제조",9/25/2002,12월,"박정길, 김기홍, 김익석 (각자 대표이사)",http://www.sjku.co.kr,울산광역시
오리엔트정공,065500,자동차 신품 부품 제조업,"하우징, 리테이너베어링",9/19/2002,12월,"장재진, 박영동",http://www.orientpi.co.kr,경상북도
대한그린파워,060900,기타 화학제품 제조업,바이오 연료 및 혼합물 제조업,9/17/2002,12월,박근식,http://www.daehangreenpower.com,전라남도
국보디자인,066620,실내건축 및 건축마무리 공사업,인테리어디자인,9/5/2002,12월,"황창연, 이영준 (각자 대표이사)",http://www.ikukbo.com,서울특별시
아이톡시,052770,소프트웨어 개발 및 공급업,게임,8/22/2002,12월,"전봉규, 이성진",http://www.ydonline.co.kr,서울특별시
에스아이리소스,065420,석탄 광업,유연탄,8/22/2002,12월,Ten Sun Ok(전순옥),http://www.siresource.co.kr,서울특별시
젬백스링크,064800,"섬유, 의복, 신발 및 가죽제품 소매업",의류제품,8/22/2002,12월,"김상재, 서영운",http://www.gemvaxlink.com,서울특별시
포스코강판,058430,1차 철강 제조업,"용융아연도금강판,용융알루미늄도금강판,칼라도장강판,냉연강판 가공,제조,도매",8/16/2002,12월,윤양수,http://www.poscocnc.com,경상북도
리노스,039980,"섬유, 의복, 신발 및 가죽제품 소매업","TRS통신, Kipling Bag외",8/13/2002,12월,"김웅, 박병근 (각자 대표이사)",http://www.leenos.co.kr,서울특별시
현대바이오,048410,기타 화학제품 제조업,화장품 및 화장품원료,8/8/2002,12월,오상기,http://www.hyundaibioscience.com,경상북도
삼성출판사,068290,"서적, 잡지 및 기타 인쇄물 출판업","서적 출판,인쇄,소매/부동산 임대",8/5/2002,12월,김진용,http://www.samsungbooks.com,서울특별시
세이브존I&C,067830,종합 소매업,"대형할인점(백화점)/부동산 임대/주차장,문화센터 운영",7/25/2002,12월,김현동,http://www.savezone.co.kr,서울특별시
에스피지,058610,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",소형 Geared Motor,7/23/2002,12월,"이준호, 여영길(각자 대표이사)",http://www.spg.co.kr,인천광역시
토탈소프트,045340,소프트웨어 개발 및 공급업,해운물류소프트웨어 (CATOS 등),7/19/2002,12월,최장수,http://www.tsb.co.kr,부산광역시
교보증권,030610,금융 지원 서비스업,"유가증권 매매,중개,대리,인수",7/18/2002,12월,"박봉권, 이석기 (각자대표)",http://www.iprovest.com,서울특별시
서호전기,065710,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","항만크레인,구동전기장치",7/16/2002,12월,김승남,http://www.seoho.com,경기도
파커스,065690,반도체 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체",7/16/2002,12월,박창식,http://www.xleds.co.kr,충청남도
한샘,009240,생활용품 도매업,"주방가구(씽크대),인테리어가구 판매,제조/주택신축판매",7/16/2002,12월,김진태(대표집행임원),http://www.hanssem.com,경기도
한프,066110,컴퓨터 및 주변장치 제조업,OPC Drum,7/16/2002,12월,위용현,http://www.baiksanopc.co.kr,충청북도
서울리거,043710,기타 전문 도매업,의약품 도매 및 화장품 도소매,7/11/2002,12월,이재규,http://www.seouleaguer.net,서울특별시
홈센타홀딩스,060560,기타 전문 도매업,"건축자재,레미콘",7/11/2002,12월,박 병 윤,http://www.home-center.co.kr,대구광역시
아비코전자,036010,전자부품 제조업,"인덕터, 저항기",7/3/2002,12월,김창수,http://www.abco.co.kr,경기도
큐렉소,060280,기타 상품 전문 소매업,"만화단행본, 정기간행물",7/3/2002,12월,이재준,http://www.curexo.com,서울특별시
얍엑스,060230,전자부품 제조업,화학제품 및 전자재료,6/25/2002,12월,최시명,http://www.exax.co.kr,충청남도
우원개발,046940,기반조성 및 시설물 축조관련 전문공사업,토공사,6/18/2002,12월,김기영,http://www.woowonerd.com,서울특별시
티사이언티픽,057680,소프트웨어 개발 및 공급업,모바일쿠폰,6/18/2002,12월,김상우,http://www.tscientific.co.kr,서울특별시
신세계건설,034300,건물 건설업,"토목,건축,건축관련기술서비스,빌딩관리용역,골프장,내장공사,시설개보수,설계용역",6/17/2002,12월,윤명규,http://httpswww.shinsegae-enc.com,서울특별시
인선이엔티,060150,폐기물 처리업,건축폐기물처리,6/14/2002,12월,이준길,http://www.insun.co.kr,경기도
와이어블,065530,전기 통신업,공용기지국건설/관리,6/4/2002,12월,"장석하, 김문환(각자대표이사)",http://www.wiable.co.kr,서울특별시
SM Life Design,063440,기록매체 복제업,"추첨식복권 제조, 일반출판 인쇄, CD ·DVD 복제",5/30/2002,12월,탁영준,http://smlifedesign.com,경기도
우신시스템,017370,특수 목적용 기계 제조업,"자동차차체자동화용접조립라인,용접설비,자동용접장비 제조,판매",5/28/2002,12월,허우영,http://www.wooshinsys.co.kr,서울특별시
지어소프트,051160,소프트웨어 개발 및 공급업,"Mobile Solution & Platform, Internet GIS, Mobile Service",5/28/2002,12월,김영준,http://gaeasoft.co.kr,서울특별시
지엔코,065060,봉제의복 제조업,"캐쥬얼의류(Thursday Island, TI FOR MEN)",5/28/2002,12월,김석주 장지혁 (각자대표이사),"http://www.gnco.co.kr,www.thursdayisland.com",서울특별시
셀루메드,049180,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업",5/23/2002,12월,"유인수, 이석환",http://www.cellumed.co.kr,서울특별시
KH바텍,060720,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)",5/21/2002,12월,남광희,http://www.khvatec.com,경상북도
알에프텍,061040,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리",5/16/2002,12월,이진형,http://www.rftech.co.kr,경기도
에스폴리텍,050760,플라스틱제품 제조업,유무선 통신용 소프트웨어,5/16/2002,12월,이혁렬,http://www.spolytech.com,충청북도
이랜텍,054210,전자부품 제조업,Battery Pack,5/9/2002,12월,이세용,http://www.elentec.co.kr,경기도
ES큐브,050120,생활용품 도매업,"텐트, 원 ·부자재",4/25/2002,12월,신희민,http://www.escube.co.kr,서울특별시
케이피티유,054410,기타 금속 가공제품 제조업,"Vacuum Treatment, Plasma Surface Treatment",4/25/2002,12월,박준영,http://www.kpt4u.com,경기도
3S,060310,전자부품 제조업,반도체 웨이퍼 캐리어,4/23/2002,03월,김세완,http://www.3sref.com,서울특별시
LG전자,066570,통신 및 방송 장비 제조업,"이동통신단말기,C-TV,V.C.R.,컴퓨터,완전평면 TV,플라즈마 디스플레이 패널 TV,전자제품(세탁기외),CDMA(코드분할다중접속)이동통신,전자교환기,전송기기",4/22/2002,12월,"조주완, 배두용 (각자 대표이사)",http://www.lge.co.kr,서울특별시
화일약품,061250,의약품 제조업,의약품 원료,4/18/2002,12월,"조중명, 조경숙(각자대표)",http://www.hwail.com,경기도
오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",CATIA Solution,4/9/2002,12월,"이국래,김선기(각자 대표이사)",http://www.osangjaiel.co.kr,인천광역시
한국콜마홀딩스,024720,기타 금융업,"화장품,의약부외품의 주문자표시 제조,도매",4/9/2002,12월,김병묵,http://www.kolmar.co.kr,세종특별자치시
